needid,NeedTitle,Description,Agencyid,AgencyName,category,agencyaddress,agencycity,agencystate,agencyzip,phone,email
3846,Mentoring,Mentor a Teenager in Long Beach          ,15033,California State University Long Beach Annual Fund Attn Maryann M                                                       ,Education,6300 State University Drive Suite 324,Long Beach          ,CA  ,90815,555-123-5033,fake15033@email.com
3847,Graduations,Help at a High School student graduation ceremony in Long Beach          ,15033,California State University Long Beach Annual Fund Attn Maryann M                                                       ,Education,6300 State University Drive Suite 324,Long Beach          ,CA  ,90815,555-123-5033,fake15033@email.com
3848,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Long Beach",15024,Special Olympics Southern California Inc.,BasicNeeds,6730 East Carson Street ,Long Beach,CA  ,90809,555-123-5024,fake15024@email.com
3849,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Long Beach,15024,Special Olympics Southern California Inc.,BasicNeeds,6730 East Carson Street ,Long Beach,CA  ,90809,555-123-5024,fake15024@email.com
3850,Donation sorting,Help Process Gifts for an Organization in Long Beach,15024,Special Olympics Southern California Inc.,BasicNeeds,6730 East Carson Street ,Long Beach,CA  ,90809,555-123-5024,fake15024@email.com
3851,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Long Beach,15024,Special Olympics Southern California Inc.,BasicNeeds,6730 East Carson Street ,Long Beach,CA  ,90809,555-123-5024,fake15024@email.com
3852,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Long Beach,15024,Special Olympics Southern California Inc.,BasicNeeds,6730 East Carson Street ,Long Beach,CA  ,90809,555-123-5024,fake15024@email.com
3853,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Fullerton",14991,California Highway Patrol 11-99 Foundation,BasicNeeds,2244 North State College Blvd ,Fullerton,CA  ,92831,555-123-4991,fake14991@email.com
3854,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Fullerton,14991,California Highway Patrol 11-99 Foundation,BasicNeeds,2244 North State College Blvd ,Fullerton,CA  ,92831,555-123-4991,fake14991@email.com
3855,Donation sorting,Help Process Gifts for an Organization in Fullerton,14991,California Highway Patrol 11-99 Foundation,BasicNeeds,2244 North State College Blvd ,Fullerton,CA  ,92831,555-123-4991,fake14991@email.com
3856,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Fullerton,14991,California Highway Patrol 11-99 Foundation,BasicNeeds,2244 North State College Blvd ,Fullerton,CA  ,92831,555-123-4991,fake14991@email.com
3857,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Fullerton,14991,California Highway Patrol 11-99 Foundation,BasicNeeds,2244 North State College Blvd ,Fullerton,CA  ,92831,555-123-4991,fake14991@email.com
3858,Book/literacy fairs,Help organize a literary and book fair in Los Angeles,14978,California Community Foundation,Education,221 South Figueroa Street #400,Los Angeles,CA  ,90012,555-123-4978,fake14978@email.com
3859,Career Days,Help organize a career day at an agency or school in Los Angeles,14978,California Community Foundation,Education,221 South Figueroa Street #400,Los Angeles,CA  ,90012,555-123-4978,fake14978@email.com
3860,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Los Angeles,14978,California Community Foundation,Education,221 South Figueroa Street #400,Los Angeles,CA  ,90012,555-123-4978,fake14978@email.com
3861,After-school homework help/tutoring,Tutor students after school in Los Angeles,14978,California Community Foundation,Education,221 South Figueroa Street #400,Los Angeles,CA  ,90012,555-123-4978,fake14978@email.com
3862,Mentoring,Mentor a Teenager in Los Angeles,14978,California Community Foundation,Education,221 South Figueroa Street #400,Los Angeles,CA  ,90012,555-123-4978,fake14978@email.com
3863,Graduations,Help at a High School student graduation ceremony in Los Angeles,14978,California Community Foundation,Education,221 South Figueroa Street #400,Los Angeles,CA  ,90012,555-123-4978,fake14978@email.com
3864,Book/literacy fairs,Help organize a literary and book fair in San Diego           ,14939,Burn Institute San Diego,Education,8825 Aero Drive Suite 200,San Diego           ,CA  ,92123,555-123-4939,fake14939@email.com
3865,Career Days,Help organize a career day at an agency or school in San Diego           ,14939,Burn Institute San Diego,Education,8825 Aero Drive Suite 200,San Diego           ,CA  ,92123,555-123-4939,fake14939@email.com
3866,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in San Diego           ,14939,Burn Institute San Diego,Education,8825 Aero Drive Suite 200,San Diego           ,CA  ,92123,555-123-4939,fake14939@email.com
3867,After-school homework help/tutoring,Tutor students after school in San Diego           ,14939,Burn Institute San Diego,Education,8825 Aero Drive Suite 200,San Diego           ,CA  ,92123,555-123-4939,fake14939@email.com
3868,Mentoring,Mentor a Teenager in San Diego           ,14939,Burn Institute San Diego,Education,8825 Aero Drive Suite 200,San Diego           ,CA  ,92123,555-123-4939,fake14939@email.com
3869,Graduations,Help at a High School student graduation ceremony in San Diego           ,14939,Burn Institute San Diego,Education,8825 Aero Drive Suite 200,San Diego           ,CA  ,92123,555-123-4939,fake14939@email.com
3870,Book/literacy fairs,Help organize a literary and book fair in Burbank             ,14934,BCR A Place To Grow,Education,230 East Amherst Drive ,Burbank             ,CA  ,91504,555-123-4934,fake14934@email.com
3871,Career Days,Help organize a career day at an agency or school in Burbank             ,14934,BCR A Place To Grow,Education,230 East Amherst Drive ,Burbank             ,CA  ,91504,555-123-4934,fake14934@email.com
3872,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Burbank             ,14934,BCR A Place To Grow,Education,230 East Amherst Drive ,Burbank             ,CA  ,91504,555-123-4934,fake14934@email.com
3873,After-school homework help/tutoring,Tutor students after school in Burbank             ,14934,BCR A Place To Grow,Education,230 East Amherst Drive ,Burbank             ,CA  ,91504,555-123-4934,fake14934@email.com
3874,Mentoring,Mentor a Teenager in Burbank             ,14934,BCR A Place To Grow,Education,230 East Amherst Drive ,Burbank             ,CA  ,91504,555-123-4934,fake14934@email.com
3875,Graduations,Help at a High School student graduation ceremony in Burbank             ,14934,BCR A Place To Grow,Education,230 East Amherst Drive ,Burbank             ,CA  ,91504,555-123-4934,fake14934@email.com
3876,Book/literacy fairs,Help organize a literary and book fair in Los Angeles         ,14923,Los Angeles Brotherhood Crusade,Education,200 East Slauson Avenue ,Los Angeles         ,CA  ,90011,555-123-4923,fake14923@email.com
3877,Career Days,Help organize a career day at an agency or school in Los Angeles         ,14923,Los Angeles Brotherhood Crusade,Education,200 East Slauson Avenue ,Los Angeles         ,CA  ,90011,555-123-4923,fake14923@email.com
3878,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Los Angeles         ,14923,Los Angeles Brotherhood Crusade,Education,200 East Slauson Avenue ,Los Angeles         ,CA  ,90011,555-123-4923,fake14923@email.com
3879,After-school homework help/tutoring,Tutor students after school in Los Angeles         ,14923,Los Angeles Brotherhood Crusade,Education,200 East Slauson Avenue ,Los Angeles         ,CA  ,90011,555-123-4923,fake14923@email.com
3880,Mentoring,Mentor a Teenager in Los Angeles         ,14923,Los Angeles Brotherhood Crusade,Education,200 East Slauson Avenue ,Los Angeles         ,CA  ,90011,555-123-4923,fake14923@email.com
3881,Graduations,Help at a High School student graduation ceremony in Los Angeles         ,14923,Los Angeles Brotherhood Crusade,Education,200 East Slauson Avenue ,Los Angeles         ,CA  ,90011,555-123-4923,fake14923@email.com
3882,Childcare,Help provide childcare at an agency serving families in poverty in Los Angeles,14902,Break The Cycle,Income,"5777 West Century Boulevard, Suite #1150",Los Angeles,CA  ,90045,555-123-4902,fake14902@email.com
3883,Financial Literacy Workshops,Conduct financial literacy workshops to help educate struggling families in Los Angeles,14902,Break The Cycle,Income,"5777 West Century Boulevard, Suite #1150",Los Angeles,CA  ,90045,555-123-4902,fake14902@email.com
3884,Computer Literacy Workshops,Teach people in under-served communities basic computer literacy in Los Angeles,14902,Break The Cycle,Income,"5777 West Century Boulevard, Suite #1150",Los Angeles,CA  ,90045,555-123-4902,fake14902@email.com
3885,Job Interview/Resume Workshops,Help the unemployed prepared for a job interview in Los Angeles,14902,Break The Cycle,Income,"5777 West Century Boulevard, Suite #1150",Los Angeles,CA  ,90045,555-123-4902,fake14902@email.com
3886,Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA),Help poor families prepare their tax forms for EITC in Los Angeles,14902,Break The Cycle,Income,"5777 West Century Boulevard, Suite #1150",Los Angeles,CA  ,90045,555-123-4902,fake14902@email.com
3887,Life Skills Class Facilitation,Help poor families and individuals acquire the life-skills they need to succeed. in Los Angeles,14902,Break The Cycle,Income,"5777 West Century Boulevard, Suite #1150",Los Angeles,CA  ,90045,555-123-4902,fake14902@email.com
3888,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Pedro",14874,Boys & Girls Club of the Los Angeles Harbor,BasicNeeds,1200 South Cabrillo Avenue ,San Pedro,CA  ,90731,555-123-4874,fake14874@email.com
3889,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in San Pedro,14874,Boys & Girls Club of the Los Angeles Harbor,BasicNeeds,1200 South Cabrillo Avenue ,San Pedro,CA  ,90731,555-123-4874,fake14874@email.com
3890,Donation sorting,Help Process Gifts for an Organization in San Pedro,14874,Boys & Girls Club of the Los Angeles Harbor,BasicNeeds,1200 South Cabrillo Avenue ,San Pedro,CA  ,90731,555-123-4874,fake14874@email.com
3891,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in San Pedro,14874,Boys & Girls Club of the Los Angeles Harbor,BasicNeeds,1200 South Cabrillo Avenue ,San Pedro,CA  ,90731,555-123-4874,fake14874@email.com
3892,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in San Pedro,14874,Boys & Girls Club of the Los Angeles Harbor,BasicNeeds,1200 South Cabrillo Avenue ,San Pedro,CA  ,90731,555-123-4874,fake14874@email.com
3893,Book/literacy fairs,Help organize a literary and book fair in Whittier            ,14873,Boys & Girls Club of Whittier,Education,7905 South Greenleaf Avenue ,Whittier            ,CA  ,90602,555-123-4873,fake14873@email.com
3894,Career Days,Help organize a career day at an agency or school in Whittier            ,14873,Boys & Girls Club of Whittier,Education,7905 South Greenleaf Avenue ,Whittier            ,CA  ,90602,555-123-4873,fake14873@email.com
3895,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Whittier            ,14873,Boys & Girls Club of Whittier,Education,7905 South Greenleaf Avenue ,Whittier            ,CA  ,90602,555-123-4873,fake14873@email.com
3896,After-school homework help/tutoring,Tutor students after school in Whittier            ,14873,Boys & Girls Club of Whittier,Education,7905 South Greenleaf Avenue ,Whittier            ,CA  ,90602,555-123-4873,fake14873@email.com
3897,Mentoring,Mentor a Teenager in Whittier            ,14873,Boys & Girls Club of Whittier,Education,7905 South Greenleaf Avenue ,Whittier            ,CA  ,90602,555-123-4873,fake14873@email.com
3898,Graduations,Help at a High School student graduation ceremony in Whittier            ,14873,Boys & Girls Club of Whittier,Education,7905 South Greenleaf Avenue ,Whittier            ,CA  ,90602,555-123-4873,fake14873@email.com
3899,Book/literacy fairs,Help organize a literary and book fair in Westminster         ,14872,Boys & Girls Club Westminster                                                                                           ,Education,14400 Chestnut Street ,Westminster         ,CA  ,92683,555-123-4872,fake14872@email.com
3900,Career Days,Help organize a career day at an agency or school in Westminster         ,14872,Boys & Girls Club Westminster                                                                                           ,Education,14400 Chestnut Street ,Westminster         ,CA  ,92683,555-123-4872,fake14872@email.com
3901,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Westminster         ,14872,Boys & Girls Club Westminster                                                                                           ,Education,14400 Chestnut Street ,Westminster         ,CA  ,92683,555-123-4872,fake14872@email.com
3902,After-school homework help/tutoring,Tutor students after school in Westminster         ,14872,Boys & Girls Club Westminster                                                                                           ,Education,14400 Chestnut Street ,Westminster         ,CA  ,92683,555-123-4872,fake14872@email.com
3903,Mentoring,Mentor a Teenager in Westminster         ,14872,Boys & Girls Club Westminster                                                                                           ,Education,14400 Chestnut Street ,Westminster         ,CA  ,92683,555-123-4872,fake14872@email.com
3904,Graduations,Help at a High School student graduation ceremony in Westminster         ,14872,Boys & Girls Club Westminster                                                                                           ,Education,14400 Chestnut Street ,Westminster         ,CA  ,92683,555-123-4872,fake14872@email.com
3905,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Canoga Park",14871,West Valley Boys & Girls Club,BasicNeeds,7245 Remmet Avenue ,Canoga Park,CA  ,91303,555-123-4871,fake14871@email.com
3906,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Canoga Park,14871,West Valley Boys & Girls Club,BasicNeeds,7245 Remmet Avenue ,Canoga Park,CA  ,91303,555-123-4871,fake14871@email.com
3907,Donation sorting,Help Process Gifts for an Organization in Canoga Park,14871,West Valley Boys & Girls Club,BasicNeeds,7245 Remmet Avenue ,Canoga Park,CA  ,91303,555-123-4871,fake14871@email.com
3908,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Canoga Park,14871,West Valley Boys & Girls Club,BasicNeeds,7245 Remmet Avenue ,Canoga Park,CA  ,91303,555-123-4871,fake14871@email.com
3909,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Canoga Park,14871,West Valley Boys & Girls Club,BasicNeeds,7245 Remmet Avenue ,Canoga Park,CA  ,91303,555-123-4871,fake14871@email.com
3910,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Monterey Park       ",14868,Boys & Girls Club West San Gabriel Valley,BasicNeeds,328 South Ramona Avenue ,Monterey Park       ,CA  ,91754,555-123-4868,fake14868@email.com
3911,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Monterey Park       ,14868,Boys & Girls Club West San Gabriel Valley,BasicNeeds,328 South Ramona Avenue ,Monterey Park       ,CA  ,91754,555-123-4868,fake14868@email.com
3912,Donation sorting,Help Process Gifts for an Organization in Monterey Park       ,14868,Boys & Girls Club West San Gabriel Valley,BasicNeeds,328 South Ramona Avenue ,Monterey Park       ,CA  ,91754,555-123-4868,fake14868@email.com
3913,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Monterey Park       ,14868,Boys & Girls Club West San Gabriel Valley,BasicNeeds,328 South Ramona Avenue ,Monterey Park       ,CA  ,91754,555-123-4868,fake14868@email.com
3914,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Monterey Park       ,14868,Boys & Girls Club West San Gabriel Valley,BasicNeeds,328 South Ramona Avenue ,Monterey Park       ,CA  ,91754,555-123-4868,fake14868@email.com
3915,Book/literacy fairs,Help organize a literary and book fair in Vista               ,14866,Boys & Girls Club Vista,Education,410 West California Avenue ,Vista               ,CA  ,92083,555-123-4866,fake14866@email.com
3916,Career Days,Help organize a career day at an agency or school in Vista               ,14866,Boys & Girls Club Vista,Education,410 West California Avenue ,Vista               ,CA  ,92083,555-123-4866,fake14866@email.com
3917,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Vista               ,14866,Boys & Girls Club Vista,Education,410 West California Avenue ,Vista               ,CA  ,92083,555-123-4866,fake14866@email.com
3918,After-school homework help/tutoring,Tutor students after school in Vista               ,14866,Boys & Girls Club Vista,Education,410 West California Avenue ,Vista               ,CA  ,92083,555-123-4866,fake14866@email.com
3919,Mentoring,Mentor a Teenager in Vista               ,14866,Boys & Girls Club Vista,Education,410 West California Avenue ,Vista               ,CA  ,92083,555-123-4866,fake14866@email.com
3920,Graduations,Help at a High School student graduation ceremony in Vista               ,14866,Boys & Girls Club Vista,Education,410 West California Avenue ,Vista               ,CA  ,92083,555-123-4866,fake14866@email.com
3921,Book/literacy fairs,Help organize a literary and book fair in Venice              ,14864,"Boys & Girls Club, Venice                                                                                               ",Education,2232 Lincoln Boulevard ,Venice              ,CA  ,90291,555-123-4864,fake14864@email.com
3922,Career Days,Help organize a career day at an agency or school in Venice              ,14864,"Boys & Girls Club, Venice                                                                                               ",Education,2232 Lincoln Boulevard ,Venice              ,CA  ,90291,555-123-4864,fake14864@email.com
3923,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Venice              ,14864,"Boys & Girls Club, Venice                                                                                               ",Education,2232 Lincoln Boulevard ,Venice              ,CA  ,90291,555-123-4864,fake14864@email.com
3924,After-school homework help/tutoring,Tutor students after school in Venice              ,14864,"Boys & Girls Club, Venice                                                                                               ",Education,2232 Lincoln Boulevard ,Venice              ,CA  ,90291,555-123-4864,fake14864@email.com
3925,Mentoring,Mentor a Teenager in Venice              ,14864,"Boys & Girls Club, Venice                                                                                               ",Education,2232 Lincoln Boulevard ,Venice              ,CA  ,90291,555-123-4864,fake14864@email.com
3926,Graduations,Help at a High School student graduation ceremony in Venice              ,14864,"Boys & Girls Club, Venice                                                                                               ",Education,2232 Lincoln Boulevard ,Venice              ,CA  ,90291,555-123-4864,fake14864@email.com
3927,Book/literacy fairs,Help organize a literary and book fair in Temecula,14859,Boys & Girls Club of Southwest County,Education, P. O. Box 892349 ,Temecula,CA  ,92589,555-123-4859,fake14859@email.com
3928,Career Days,Help organize a career day at an agency or school in Temecula,14859,Boys & Girls Club of Southwest County,Education, P. O. Box 892349 ,Temecula,CA  ,92589,555-123-4859,fake14859@email.com
3929,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Temecula,14859,Boys & Girls Club of Southwest County,Education, P. O. Box 892349 ,Temecula,CA  ,92589,555-123-4859,fake14859@email.com
3930,After-school homework help/tutoring,Tutor students after school in Temecula,14859,Boys & Girls Club of Southwest County,Education, P. O. Box 892349 ,Temecula,CA  ,92589,555-123-4859,fake14859@email.com
3931,Mentoring,Mentor a Teenager in Temecula,14859,Boys & Girls Club of Southwest County,Education, P. O. Box 892349 ,Temecula,CA  ,92589,555-123-4859,fake14859@email.com
3932,Graduations,Help at a High School student graduation ceremony in Temecula,14859,Boys & Girls Club of Southwest County,Education, P. O. Box 892349 ,Temecula,CA  ,92589,555-123-4859,fake14859@email.com
3933,Book/literacy fairs,Help organize a literary and book fair in Santa Monica        ,14849,Boys & Girls Club Santa Monica                                                                                          ,Education,1238 Lincoln Boulevard ,Santa Monica        ,CA  ,90401,555-123-4849,fake14849@email.com
3934,Career Days,Help organize a career day at an agency or school in Santa Monica        ,14849,Boys & Girls Club Santa Monica                                                                                          ,Education,1238 Lincoln Boulevard ,Santa Monica        ,CA  ,90401,555-123-4849,fake14849@email.com
3935,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in Santa Monica        ,14849,Boys & Girls Club Santa Monica                                                                                          ,Education,1238 Lincoln Boulevard ,Santa Monica        ,CA  ,90401,555-123-4849,fake14849@email.com
3936,After-school homework help/tutoring,Tutor students after school in Santa Monica        ,14849,Boys & Girls Club Santa Monica                                                                                          ,Education,1238 Lincoln Boulevard ,Santa Monica        ,CA  ,90401,555-123-4849,fake14849@email.com
3937,Mentoring,Mentor a Teenager in Santa Monica        ,14849,Boys & Girls Club Santa Monica                                                                                          ,Education,1238 Lincoln Boulevard ,Santa Monica        ,CA  ,90401,555-123-4849,fake14849@email.com
3938,Graduations,Help at a High School student graduation ceremony in Santa Monica        ,14849,Boys & Girls Club Santa Monica                                                                                          ,Education,1238 Lincoln Boulevard ,Santa Monica        ,CA  ,90401,555-123-4849,fake14849@email.com
3939,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Newhall",14846,"Boys & Girls Club, Santa Clarita",BasicNeeds,24909 Newhall Avenue ,Newhall,CA  ,91321,555-123-4846,fake14846@email.com
3940,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Newhall,14846,"Boys & Girls Club, Santa Clarita",BasicNeeds,24909 Newhall Avenue ,Newhall,CA  ,91321,555-123-4846,fake14846@email.com
3941,Donation sorting,Help Process Gifts for an Organization in Newhall,14846,"Boys & Girls Club, Santa Clarita",BasicNeeds,24909 Newhall Avenue ,Newhall,CA  ,91321,555-123-4846,fake14846@email.com
3942,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Newhall,14846,"Boys & Girls Club, Santa Clarita",BasicNeeds,24909 Newhall Avenue ,Newhall,CA  ,91321,555-123-4846,fake14846@email.com
3943,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Newhall,14846,"Boys & Girls Club, Santa Clarita",BasicNeeds,24909 Newhall Avenue ,Newhall,CA  ,91321,555-123-4846,fake14846@email.com
3944,Book/literacy fairs,Help organize a literary and book fair in El Monte            ,14839,Boys & Girls Club San Gabriel Valley                                                                                    ,Education,2740 Mountain View Road ,El Monte            ,CA  ,91732,555-123-4839,fake14839@email.com
3945,Career Days,Help organize a career day at an agency or school in El Monte            ,14839,Boys & Girls Club San Gabriel Valley                                                                                    ,Education,2740 Mountain View Road ,El Monte            ,CA  ,91732,555-123-4839,fake14839@email.com
3946,Back to school events (supplies/backpack drives),Help prepare back to school events in under-served communities in El Monte            ,14839,Boys & Girls Club San Gabriel Valley                                                                                    ,Education,2740 Mountain View Road ,El Monte            ,CA  ,91732,555-123-4839,fake14839@email.com
3947,After-school homework help/tutoring,Tutor students after school in El Monte            ,14839,Boys & Girls Club San Gabriel Valley                                                                                    ,Education,2740 Mountain View Road ,El Monte            ,CA  ,91732,555-123-4839,fake14839@email.com
3948,Mentoring,Mentor a Teenager in El Monte            ,14839,Boys & Girls Club San Gabriel Valley                                                                                    ,Education,2740 Mountain View Road ,El Monte            ,CA  ,91732,555-123-4839,fake14839@email.com
3949,Graduations,Help at a High School student graduation ceremony in El Monte            ,14839,Boys & Girls Club San Gabriel Valley                                                                                    ,Education,2740 Mountain View Road ,El Monte            ,CA  ,91732,555-123-4839,fake14839@email.com
3950,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Pacoima             ",14836,Boys & Girls Club San Fernando Valley,BasicNeeds,11251 Glenoaks Boulevard ,Pacoima             ,CA  ,91331,555-123-4836,fake14836@email.com
3951,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Pacoima             ,14836,Boys & Girls Club San Fernando Valley,BasicNeeds,11251 Glenoaks Boulevard ,Pacoima             ,CA  ,91331,555-123-4836,fake14836@email.com
3952,Donation sorting,Help Process Gifts for an Organization in Pacoima             ,14836,Boys & Girls Club San Fernando Valley,BasicNeeds,11251 Glenoaks Boulevard ,Pacoima             ,CA  ,91331,555-123-4836,fake14836@email.com
3953,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in Pacoima             ,14836,Boys & Girls Club San Fernando Valley,BasicNeeds,11251 Glenoaks Boulevard ,Pacoima             ,CA  ,91331,555-123-4836,fake14836@email.com
3954,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in Pacoima             ,14836,Boys & Girls Club San Fernando Valley,BasicNeeds,11251 Glenoaks Boulevard ,Pacoima             ,CA  ,91331,555-123-4836,fake14836@email.com
3955,Childcare,Help provide childcare at an agency serving families in poverty in Solana Beach,14835,Boys & Girls Club San Dieguito,Income,533 Lomas Santa Fe Drive ,Solana Beach,CA  ,92075,555-123-4835,fake14835@email.com
3956,Financial Literacy Workshops,Conduct financial literacy workshops to help educate struggling families in Solana Beach,14835,Boys & Girls Club San Dieguito,Income,533 Lomas Santa Fe Drive ,Solana Beach,CA  ,92075,555-123-4835,fake14835@email.com
3957,Computer Literacy Workshops,Teach people in under-served communities basic computer literacy in Solana Beach,14835,Boys & Girls Club San Dieguito,Income,533 Lomas Santa Fe Drive ,Solana Beach,CA  ,92075,555-123-4835,fake14835@email.com
3958,Job Interview/Resume Workshops,Help the unemployed prepared for a job interview in Solana Beach,14835,Boys & Girls Club San Dieguito,Income,533 Lomas Santa Fe Drive ,Solana Beach,CA  ,92075,555-123-4835,fake14835@email.com
3959,Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA),Help poor families prepare their tax forms for EITC in Solana Beach,14835,Boys & Girls Club San Dieguito,Income,533 Lomas Santa Fe Drive ,Solana Beach,CA  ,92075,555-123-4835,fake14835@email.com
3960,Life Skills Class Facilitation,Help poor families and individuals acquire the life-skills they need to succeed. in Solana Beach,14835,Boys & Girls Club San Dieguito,Income,533 Lomas Santa Fe Drive ,Solana Beach,CA  ,92075,555-123-4835,fake14835@email.com
3961,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Diego           ",14834,Boys & Girls Club of Greater San Diego,BasicNeeds,4635 Claremont Mesa Boulevard ,San Diego           ,CA  ,92117,555-123-4834,fake14834@email.com
3962,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in San Diego           ,14834,Boys & Girls Club of Greater San Diego,BasicNeeds,4635 Claremont Mesa Boulevard ,San Diego           ,CA  ,92117,555-123-4834,fake14834@email.com
3963,Donation sorting,Help Process Gifts for an Organization in San Diego           ,14834,Boys & Girls Club of Greater San Diego,BasicNeeds,4635 Claremont Mesa Boulevard ,San Diego           ,CA  ,92117,555-123-4834,fake14834@email.com
3964,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in San Diego           ,14834,Boys & Girls Club of Greater San Diego,BasicNeeds,4635 Claremont Mesa Boulevard ,San Diego           ,CA  ,92117,555-123-4834,fake14834@email.com
3965,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in San Diego           ,14834,Boys & Girls Club of Greater San Diego,BasicNeeds,4635 Claremont Mesa Boulevard ,San Diego           ,CA  ,92117,555-123-4834,fake14834@email.com
3966,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Bernardino      ",14833,Boys & Girls Club San Bernardino Inc.,BasicNeeds,1180 West Ninth Street ,San Bernardino      ,CA  ,92411,555-123-4833,fake14833@email.com
3967,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in San Bernardino      ,14833,Boys & Girls Club San Bernardino Inc.,BasicNeeds,1180 West Ninth Street ,San Bernardino      ,CA  ,92411,555-123-4833,fake14833@email.com
3968,Donation sorting,Help Process Gifts for an Organization in San Bernardino      ,14833,Boys & Girls Club San Bernardino Inc.,BasicNeeds,1180 West Ninth Street ,San Bernardino      ,CA  ,92411,555-123-4833,fake14833@email.com
3969,Cooking groups,Participate in a cooking group to prepare food for a homeless shelter in San Bernardino      ,14833,Boys & Girls Club San Bernardino Inc.,BasicNeeds,1180 West Ninth Street ,San Bernardino      ,CA  ,92411,555-123-4833,fake14833@email.com
3970,Gift/Food Drives,Help organize a food drive or a gift drive for a shelter serving the homeless in San Bernardino      ,14833,Boys & Girls Club San Bernardino Inc.,BasicNeeds,1180 West Ninth Street ,San Bernardino      ,CA  ,92411,555-123-4833,fake14833@email.com
3971,Welcome Home Kit assembly,"Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Redlands",14827,Boys & Girls Club Redlands,BasicNeeds,1251 Clay Street ,Redlands,CA  ,92374,555-123-4827,fake14827@email.com
3972,"Basic needs ""kit"" assembly",Help assemble a kit to help families in need navigate the maze of services available to them in Redlands,14827,Boys & Girls Club Redlands,BasicNeeds,1251 Clay Street ,Redlands,CA  ,92374,555-123-4827,fake14827@email.com
3973,Donation sorting,Help Process Gifts for an Organization in Redlands,14827,Boys & Girls Club Redlands,BasicNeeds,1251 Clay Street ,Redlands,CA  ,92374,555-123-4827,fake14827@email.com
